date,factor_month,research_period,factor_cost_bps,gross_return,net_return,factor_sleeve_gross_return,factor_sleeve_net_return,equal_factor_gross_return,equal_factor_net_return,combined_unlevered_return,combined_risk_scaled_return,equal_factor_combination_return,v4_sleeve_weight,factor_sleeve_weight,combined_leverage
2010-03-31,2010-04,development,150.0,-0.0161121553097239,-0.0180206624657822,0.02374724444828149,0.022497244448281488,0.025783333333333335,0.024533333333333334,0.009848212707964833,0.019696425415929666,0.011248667748757378,0.31218374056548803,0.6878162594345119,2.0
2010-04-30,2010-05,development,0.0,0.0239807617411602,0.0220673324055745,-0.018679911127531874,-0.018679911127531874,-0.015700000000000002,-0.015700000000000002,-0.005959284223633832,-0.011918568447267665,-0.0039096528984475815,0.31218374056548803,0.6878162594345119,2.0
2010-04-30,2010-05,development,50.0,0.0239807617411602,0.0220673324055745,-0.018679911127531874,-0.01909657779419854,-0.015700000000000002,-0.016116666666666668,-0.006245874331731545,-0.01249174866346309,-0.004196243006545294,0.31218374056548803,0.6878162594345119,2.0
2010-04-30,2010-05,development,100.0,0.0239807617411602,0.0220673324055745,-0.018679911127531874,-0.019513244460865206,-0.015700000000000002,-0.016533333333333334,-0.006532464439829258,-0.013064928879658516,-0.004482833114643007,0.31218374056548803,0.6878162594345119,2.0
2010-04-30,2010-05,development,150.0,0.0239807617411602,0.0220673324055745,-0.018679911127531874,-0.019929911127531875,-0.015700000000000002,-0.016950000000000003,-0.006819054547926973,-0.013638109095853945,-0.004769423222740722,0.31218374056548803,0.6878162594345119,2.0
2010-05-28,2010-06,development,0.0,0.0127675260748618,0.0108029266500228,-0.028741003736276086,-0.028741003736276086,-0.028516666666666673,-0.028516666666666673,-0.016396031631620032,-0.032792063263240065,-0.016241728947548786,0.31218374056548803,0.6878162594345119,2.0
2010-05-28,2010-06,development,50.0,0.0127675260748618,0.0108029266500228,-0.028741003736276086,-0.029157670402942752,-0.028516666666666673,-0.02893333333333334,-0.016682621739717744,-0.03336524347943549,-0.016528319055646497,0.31218374056548803,0.6878162594345119,2.0
2010-05-28,2010-06,development,100.0,0.0127675260748618,0.0108029266500228,-0.028741003736276086,-0.029574337069609418,-0.028516666666666673,-0.029350000000000005,-0.016969211847815458,-0.033938423695630916,-0.016814909163744212,0.31218374056548803,0.6878162594345119,2.0
2010-05-28,2010-06,development,150.0,0.0127675260748618,0.0108029266500228,-0.028741003736276086,-0.029991003736276087,-0.028516666666666673,-0.029766666666666674,-0.017255801955913173,-0.034511603911826345,-0.017101499271841927,0.31218374056548803,0.6878162594345119,2.0
2010-06-30,2010-07,development,0.0,0.0294627267108417,0.0275648473645029,0.021384407596826457,0.021384407596826457,0.017399999999999995,0.017399999999999995,0.023313840401839384,0.04662768080367877,0.02057330007252775,0.31218374056548803,0.6878162594345119,2.0
2010-06-30,2010-07,development,50.0,0.0294627267108417,0.0275648473645029,0.021384407596826457,0.02096774093015979,0.017399999999999995,0.01698333333333333,0.02302725029374167,0.04605450058748334,0.02028670996443004,0.31218374056548803,0.6878162594345119,2.0
2010-06-30,2010-07,development,100.0,0.0294627267108417,0.0275648473645029,0.021384407596826457,0.020551074263493126,0.017399999999999995,0.016566666666666664,0.022740660185643954,0.04548132037128791,0.020000119856332328,0.31218374056548803,0.6878162594345119,2.0
2010-06-30,2010-07,development,150.0,0.0294627267108417,0.0275648473645029,0.021384407596826457,0.020134407596826456,0.017399999999999995,0.016149999999999994,0.02245407007754624,0.04490814015509248,0.019713529748234614,0.31218374056548803,0.6878162594345119,2.0
2010-07-30,2010-08,development,0.0,0.0149320082660878,0.0132023381861325,-0.018008282383033754,-0.018008282383033754,-0.017699999999999997,-0.017699999999999997,-0.008264834108381271,-0.016529668216762543,-0.008052792472833435,0.31218374056548803,0.6878162594345119,2.0
2010-07-30,2010-08,development,50.0,0.0149320082660878,0.0132023381861325,-0.018008282383033754,-0.01842494904970042,-0.017699999999999997,-0.018116666666666663,-0.008551424216478982,-0.017102848432957965,-0.008339382580931146,0.31218374056548803,0.6878162594345119,2.0
2010-07-30,2010-08,development,100.0,0.0149320082660878,0.0132023381861325,-0.018008282383033754,-0.018841615716367086,-0.017699999999999997,-0.01853333333333333,-0.008838014324576697,-0.017676028649153394,-0.008625972689028857,0.31218374056548803,0.6878162594345119,2.0
2010-07-30,2010-08,development,150.0,0.0149320082660878,0.0132023381861325,-0.018008282383033754,-0.019258282383033756,-0.017699999999999997,-0.018949999999999998,-0.009124604432674412,-0.018249208865348823,-0.008912562797126575,0.31218374056548803,0.6878162594345119,2.0
2010-08-31,2010-09,development,0.0,0.0144478937840451,0.0128092038880899,0.024064198042053217,0.024064198042053217,0.019533333333333333,0.019533333333333333,0.020550571867026246,0.04110114373405249,0.017434169451070698,0.31218374056548803,0.6878162594345119,2.0
2010-08-31,2010-09,development,50.0,0.0144478937840451,0.0128092038880899,0.024064198042053217,0.02364753137538655,0.019533333333333333,0.019116666666666667,0.020263981758928535,0.04052796351785707,0.017147579342972983,0.31218374056548803,0.6878162594345119,2.0
2010-08-31,2010-09,development,100.0,0.0144478937840451,0.0128092038880899,0.024064198042053217,0.023230864708719885,0.019533333333333333,0.0187,0.01997739165083082,0.03995478330166164,0.016860989234875272,0.31218374056548803,0.6878162594345119,2.0
